품목명,단위,등급,가격,산지,친환경구분,입력일
[버섯]버섯(새송이),2kg,특(1등),7500,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),6000,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),5300,경북 상주시,무농약,20210809
[버섯]버섯(새송이),.5kg,특(1등),1900,경북 상주시,무농약,20210809
[버섯]버섯(새송이),.5kg,특(1등),1800,경북 상주시,무농약,20210809
[버섯]버섯(새송이),.5kg,특(1등),1700,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),1500,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),8000,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),5500,경북 상주시,무농약,20210809
[버섯]버섯(새송이),2kg,특(1등),5500,경기 이천시,무농약,20210809
[버섯]버섯(새송이),2kg,보통(3등),4500,경기 이천시,무농약,20210809
[버섯]버섯(새송이),2kg,보통(3등),4000,경기 이천시,무농약,20210809
[버섯]버섯(새송이),2kg,보통(3등),3500,경기 이천시,무농약,20210809
[버섯]버섯(새송이),4kg,특(1등),6500,경남 함양군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),15500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),14000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),6500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),6000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),1500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),28500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),27500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),25500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),20500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),4500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),16000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),27000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),26500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),23500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),22500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),21500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),19500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),5000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),7500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),18500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),18000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),9000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),7000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),16500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),14500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),12500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),12000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),11500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),10000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),24000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),22000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),11000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),17500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),10500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),24500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),19000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),13000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),17000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),9000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),6500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),6000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),5500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),23500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),22500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),20000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),19500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),15000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),13500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),12500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),12000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),11000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),10500,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),10000,충남 논산시,우수농산물,20210809
[버섯]버섯(양송이),2kg,특(1등),25000,충남 보령시,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),1500,충남 보령시,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),1500,충남 보령시,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),8500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),8000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),9500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),5500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),3000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),29000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),26000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),20000,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),13500,충남 부여군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),9000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),6500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),5500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),5000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),4000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),18500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),17000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),16500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),13500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),12500,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),12000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),11000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),1000,경기 양평군,무농약,20210809
[버섯]버섯(양송이),2kg,특(1등),26000,강원 평창군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),25500,강원 평창군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),24000,강원 평창군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),27500,강원 평창군,일반,20210809
[버섯]버섯(양송이),2kg,특(1등),26500,강원 평창군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),15000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),11000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),13000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),12500,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),22000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),23000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),16000,충남 부여군,일반,20210809
[버섯]버섯(양송이버섯),2kg,특(1등),12000,충남 부여군,일반,20210809
[버섯]버섯(참느타리),2kg,특(1등),5000,경기 안성시,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),6000,경기 여주시,무농약,20210809
[버섯]버섯(참느타리),1.5kg,특(1등),4500,경기 여주시,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),10000,경기 양평군,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),10500,경기 양평군,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),8500,경기 양평군,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),9000,경기 양평군,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),9500,경기 양평군,무농약,20210809
[버섯]버섯(참느타리),2kg,특(1등),5500,경기 광주시,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),7000,전남 나주시,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),6000,전남 나주시,무농약,20210809
[버섯]버섯(팽이),5kg,상(2등),9000,전남 나주시,우수농산물,20210809
[버섯]버섯(팽이),5kg,특(1등),10500,전남 나주시,우수농산물,20210809
[버섯]버섯(팽이),5kg,특(1등),10000,전남 나주시,우수농산물,20210809
[버섯]버섯(팽이),5kg,특(1등),9500,전남 나주시,무농약,20210809
[버섯]버섯(팽이),2kg,특(1등),3500,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),16500,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),13000,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),12500,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),12000,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),10500,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),10000,경북 청도군,무농약,20210809
[버섯]버섯(팽이),5kg,특(1등),11000,경북 청도군,무농약,20210809
[버섯]버섯(팽이버섯),5kg,특(1등),10500,전남 나주시,무농약,20210809
[버섯]버섯(표고버섯),15kg,특(1등),56250,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),52500,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),48750,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),45000,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),8kg,특(1등),44000,경기 파주시,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),60000,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),67500,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),15kg,특(1등),75000,강원 홍천군,일반,20210809
[버섯]버섯(표고버섯),8kg,특(1등),20000,경기 파주시,일반,20210809
[버섯]버섯(표고버섯),8kg,특(1등),40000,경기 파주시,일반,20210809
[버섯]버섯(표고버섯),8kg,특(1등),36000,경기 파주시,일반,20210809
[버섯]새송이,8kg,상(2등),6000,경북 김천시,일반,20210809
[버섯]새송이,8kg,특(1등),16000,경북 김천시,일반,20210809
[버섯]새송이,2kg,특(1등),5500,경북 김천시,일반,20210809
[버섯]새송이,6kg,9등(등외),6600,경북 김천시,무농약,20210809
[버섯]새송이,4kg,특(1등),7500,경북 김천시,우수농산물,20210809
[버섯]새송이,5kg,특(1등),26000,경북 상주시,일반,20210809
[버섯]새송이,5kg,특(1등),22000,경북 상주시,일반,20210809
[버섯]새송이,5kg,특(1등),14000,경북 상주시,일반,20210809
[버섯]새송이,4kg,특(1등),7000,충남 천안시,우수농산물,20210809
[버섯]새송이,4kg,특(1등),7000,충남 천안시,일반,20210809
[버섯]새송이,4kg,특(1등),7500,충북 음성군,우수농산물,20210809
[버섯]새송이,9kg,9등(등외),27000,충북 음성군,무농약,20210809
[버섯]새송이,2kg,9등(등외),1500,충북 음성군,무농약,20210809
[버섯]새송이,4kg,특(1등),7000,충북 진천군,무농약,20210809
[버섯]새송이,8kg,9등(등외),14000,충북 진천군,무농약,20210809
[버섯]새송이,2kg,특(1등),5500,충북 청주시,우수농산물,20210809
[버섯]새송이,8kg,9등(등외),10400,충북 청주시,우수농산물,20210809
[버섯]새송이,6kg,9등(등외),8400,충북 청주시,우수농산물,20210809
[버섯]새송이,2kg,특(1등),6500,충북 청주시,우수농산물,20210809
[버섯]새송이,2kg,특(1등),5000,충북 청주시,우수농산물,20210809
[버섯]새송이,4kg,특(1등),6500,충북 청주시,우수농산물,20210809
[버섯]새송이,4kg,특(1등),8500,충북 충주시,무농약,20210809
[버섯]새송이,4kg,특(1등),7500,충북 충주시,무농약,20210809
[버섯]새송이,8kg,9등(등외),11200,충북 충주시,무농약,20210809
[버섯]새송이,8kg,9등(등외),12800,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),5500,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),5000,충북 충주시,무농약,20210809
[버섯]새송이,8kg,9등(등외),12000,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),5500,경북 김천시,무농약,20210809
[버섯]새송이,6kg,9등(등외),7500,경북 김천시,무농약,20210809
[버섯]새송이,6kg,9등(등외),7200,경북 김천시,무농약,20210809
[버섯]새송이,8kg,상(2등),18000,경북 김천시,무농약,20210809
[버섯]새송이,8kg,보통(3등),18000,경북 김천시,무농약,20210809
[버섯]새송이,8kg,특(1등),10000,경북 김천시,무농약,20210809
[버섯]새송이,6kg,보통(3등),9600,경북 김천시,일반,20210809
[버섯]새송이,4kg,특(1등),8000,경북 김천시,일반,20210809
[버섯]새송이,4kg,특(1등),7000,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),3500,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),3000,충북 충주시,무농약,20210809
[버섯]새송이,8kg,4등,18000,경북 상주시,무농약,20210809
[버섯]새송이,5kg,특(1등),16000,경북 예천군,무농약,20210809
[버섯]새송이,5kg,특(1등),15000,경북 예천군,무농약,20210809
[버섯]새송이,5kg,특(1등),14000,경북 예천군,무농약,20210809
[버섯]새송이,2kg,보통(3등),6000,전북 정읍시,무농약,20210809
[버섯]새송이,2kg,보통(3등),5500,전북 정읍시,무농약,20210809
[버섯]새송이,4kg,특(1등),5000,경남 함양군,무농약,20210809
[버섯]새송이,2kg,특(1등),8500,경북 상주시,무농약,20210809
[버섯]새송이,4kg,특(1등),8000,경북 상주시,무농약,20210809
[버섯]새송이,8kg,4등,20000,경북 상주시,무농약,20210809
[버섯]새송이,12kg,4등,9000,경북 상주시,무농약,20210809
[버섯]새송이,8kg,4등,14000,청주시 상당구,무농약,20210809
[버섯]새송이,2kg,특(1등),7500,청주시 흥덕구,무농약,20210809
[버섯]새송이,6kg,4등,4500,청주시 흥덕구,무농약,20210809
[버섯]새송이,8kg,4등,16000,청주시 흥덕구,무농약,20210809
[버섯]새송이,4kg,특(1등),7500,경북 상주시,무농약,20210809
[버섯]새송이,6kg,보통(3등),16500,충남 천안시,무농약,20210809
[버섯]새송이,3kg,특(1등),15000,충남 천안시,무농약,20210809
[버섯]새송이,6kg,상(2등),13500,충남 천안시,무농약,20210809
[버섯]새송이,6kg,4등,10500,충남 천안시,무농약,20210809
[버섯]새송이,10kg,4등,1000,충남 천안시,무농약,20210809
[버섯]새송이,4kg,특(1등),6500,충남 천안시,무농약,20210809
[버섯]새송이,4kg,특(1등),6000,충남 천안시,무농약,20210809
[버섯]새송이,4kg,특(1등),7000,충북 음성군,무농약,20210809
[버섯]새송이,4kg,특(1등),7500,충북 음성군,무농약,20210809
[버섯]새송이,4kg,특(1등),5500,충북 청원군,무농약,20210809
[버섯]새송이,2kg,특(1등),6500,충북 충주시,무농약,20210809
[버섯]새송이,4kg,특(1등),6000,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),6000,충북 충주시,무농약,20210809
[버섯]새송이,2kg,특(1등),5000,충남 천안시,무농약,20210809
[버섯]새송이,2kg,4등,5000,충남 천안시,무농약,20210809
[버섯]새송이,10kg,4등,6500,충남 천안시,무농약,20210809
[버섯]새송이,2kg,특(1등),6500,충남 천안시,무농약,20210809
[버섯]새송이,2kg,보통(3등),5500,충남 천안시,무농약,20210809
[버섯]새송이,2kg,특(1등),6000,충남 천안시,무농약,20210809
[버섯]새송이,5kg,특(1등),19000,충남 천안시,무농약,20210809
[버섯]새송이,4kg,특(1등),7000,경북 상주시,무농약,20210809
[버섯]새송이,8kg,4등,6000,경북 상주시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),7500,충북 음성군,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),7000,충북 음성군,무농약,20210809
[버섯]새송이버섯,2kg,9등(등외),2500,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,상(2등),7000,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,보통(3등),6500,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,상(2등),6000,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,보통(3등),5500,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,9등(등외),3000,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,9등(등외),1000,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,특(1등),6000,충북 충주시,무농약,20210809
[버섯]새송이버섯,2kg,특(1등),5500,충북 충주시,무농약,20210809
[버섯]새송이버섯,6kg,보통(3등),15000,충남 천안시,무농약,20210809
[버섯]새송이버섯,6kg,상(2등),13500,충남 천안시,무농약,20210809
[버섯]새송이버섯,6kg,9등(등외),12000,충남 천안시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),10000,충북 음성군,무농약,20210809
[버섯]새송이버섯,2kg,특(1등),6500,충북 충주시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),7000,충남 천안시,무농약,20210809
[버섯]새송이버섯,6kg,보통(3등),16500,충남 천안시,무농약,20210809
[버섯]새송이버섯,6kg,상(2등),12000,충남 천안시,무농약,20210809
[버섯]새송이버섯,6kg,9등(등외),10500,충남 천안시,무농약,20210809
[버섯]새송이버섯,10kg,9등(등외),6500,충남 천안시,일반,20210809
[버섯]새송이버섯,2kg,특(1등),6500,충남 천안시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),8000,충북 음성군,무농약,20210809
[버섯]새송이버섯,2kg,9등(등외),2500,충북 음성군,일반,20210809
[버섯]새송이버섯,4kg,특(1등),9500,충북 음성군,무농약,20210809
[버섯]새송이버섯,10kg,9등(등외),5500,경기 이천시,일반,20210809
[버섯]새송이버섯,2kg,특(1등),5500,경기 이천시,무농약,20210809
[버섯]새송이버섯,5kg,특(1등),17000,경기 이천시,무농약,20210809
[버섯]새송이버섯,8kg,9등(등외),12000,경기 이천시,무농약,20210809
[버섯]새송이버섯,3kg,상(2등),12000,경기 이천시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),8000,경기 이천시,무농약,20210809
[버섯]새송이버섯,2kg,9등(등외),500,경기 이천시,일반,20210809
[버섯]새송이버섯,9kg,특(1등),24000,경기 이천시,무농약,20210809
[버섯]새송이버섯,5kg,특(1등),22000,경북 김천시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),21000,경북 김천시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),20000,경북 김천시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),14000,경북 김천시,일반,20210809
[버섯]새송이버섯,2kg,특(1등),7000,충북 충주시,무농약,20210809
[버섯]새송이버섯,8kg,특(1등),6000,경북 상주시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),26000,경북 상주시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),25000,경북 상주시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),24000,경북 상주시,일반,20210809
[버섯]새송이버섯,5kg,특(1등),17000,경북 상주시,일반,20210809
[버섯]새송이버섯,8kg,특(1등),12000,경북 상주시,일반,20210809
[버섯]새송이버섯,8kg,특(1등),10000,경북 상주시,일반,20210809
[버섯]새송이버섯,4kg,특(1등),7500,충남 아산시,무농약,20210809
[버섯]새송이버섯,8kg,9등(등외),14000,충남 아산시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),6800,충남 천안시,무농약,20210809
[버섯]새송이버섯,4kg,특(1등),6500,충남 천안시,무농약,20210809
[버섯]새송이버섯,8kg,9등(등외),10000,충남 천안시,무농약,20210809
[버섯]새송이버섯,10kg,9등(등외),7500,충남 천안시,일반,20210809
[버섯]새송이버섯,2kg,상(2등),6000,충남 천안시,무농약,20210809
[버섯]새송이버섯,2kg,특(1등),6000,충남 천안시,무농약,20210809
[버섯]생표고(국내산),17kg,특(1등),63750,충남 공주시,일반,20210809
[버섯]생표고(국내산),18kg,특(1등),63000,충남 공주시,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),60000,충남 공주시,일반,20210809
[버섯]생표고(국내산),13kg,특(1등),110500,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),108000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),92000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),82500,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),75000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),48750,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),45000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),41250,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),37500,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),116000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),104000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),100000,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),73500,충남 부여군,일반,20210809
[버섯]생표고(국내산),13kg,특(1등),45500,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),91000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),68000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),15kg,특(1등),67500,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),61750,충남 부여군,무농약,20210809
[버섯]생표고(국내산),16kg,특(1등),52000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),16kg,특(1등),48000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),17kg,특(1등),148750,충남 부여군,무농약,20210809
[버섯]생표고(국내산),12kg,특(1등),144000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),17kg,특(1등),140250,충남 부여군,무농약,20210809
[버섯]생표고(국내산),17kg,특(1등),136000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),133000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),20kg,특(1등),130000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),128250,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),123500,충남 부여군,무농약,20210809
[버섯]생표고(국내산),18kg,특(1등),121500,충남 부여군,무농약,20210809
[버섯]생표고(국내산),20kg,특(1등),120000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),17kg,특(1등),119000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),118750,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),114000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),19kg,특(1등),109250,충남 부여군,무농약,20210809
[버섯]생표고(국내산),16kg,특(1등),108000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),15kg,특(1등),105000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),16kg,특(1등),60000,충남 공주시,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),96000,충남 공주시,일반,20210809
[버섯]생표고(국내산),18kg,특(1등),76500,충남 공주시,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),67500,충남 공주시,일반,20210809
[버섯]생표고(국내산),8kg,특(1등),64000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),8kg,특(1등),60000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),8kg,특(1등),58000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),8kg,특(1등),54000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),8kg,특(1등),50000,충남 부여군,무농약,20210809
[버섯]생표고(국내산),14kg,특(1등),42000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),97500,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),90000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),86250,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),78750,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),72000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),67500,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),66500,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),59500,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),56000,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),52500,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),48000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),44000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),32000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),22500,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),20000,충남 부여군,일반,20210809
[버섯]생표고(국내산),17kg,특(1등),59500,충남 공주시,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),56000,충남 공주시,일반,20210809
[버섯]생표고(국내산),17kg,특(1등),55250,충남 공주시,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),52500,충남 공주시,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),52000,충남 공주시,일반,20210809
[버섯]생표고(국내산),18kg,특(1등),126000,충남 공주시,일반,20210809
[버섯]생표고(국내산),17kg,특(1등),119000,충남 공주시,일반,20210809
[버섯]생표고(국내산),18kg,특(1등),117000,충남 공주시,일반,20210809
[버섯]생표고(국내산),17kg,특(1등),114750,충남 공주시,일반,20210809
[버섯]생표고(국내산),17kg,특(1등),110500,충남 공주시,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),104000,충남 공주시,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),148000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),132000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),131250,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),128000,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),112000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),108750,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),105000,충남 부여군,일반,20210809
[버섯]생표고(국내산),15kg,특(1등),101250,충남 부여군,일반,20210809
[버섯]생표고(국내산),18kg,특(1등),72000,충남 부여군,일반,20210809
[버섯]생표고(국내산),12kg,특(1등),72000,충남 부여군,일반,20210809
[버섯]생표고(국내산),13kg,특(1등),71500,충남 부여군,일반,20210809
[버섯]생표고(국내산),16kg,특(1등),64000,충남 부여군,일반,20210809
[버섯]생표고(국내산),14kg,특(1등),63000,충남 부여군,일반,20210809
