품목명,단위,등급,가격,산지,친환경구분,입력일
[쑥갓]쑥갓,4kg,특(1등),9500,경기 광주시,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),12500,강원 양구군,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),12000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,상(2등),10000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),17kg,특(1등),36000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),15kg,특(1등),35000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),16kg,특(1등),35000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),18kg,특(1등),34000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),14kg,특(1등),34000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),19kg,특(1등),33000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),15kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),12kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),14kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),13kg,특(1등),32000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),13kg,특(1등),31000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),31000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),31000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),30000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),30000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),29000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),27000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),24000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),12kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),17kg,상(2등),21000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),18kg,상(2등),19000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),16kg,상(2등),18000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),15kg,상(2등),17000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),14kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),10000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),9300,충남 논산시,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),9200,충남 논산시,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),8000,충남 논산시,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),6600,충남 논산시,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),6500,충남 논산시,일반,20210809
[수박]수박(꼭지절단),5kg,특(1등),3500,충남 논산시,일반,20210809
[수박]수박(꼭지절단),4kg,특(1등),3000,충남 논산시,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),11000,충남 논산시,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),10000,충남 논산시,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),9500,강원 양구군,일반,20210809
[수박]수박(꼭지절단),17kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),14kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),13kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),12kg,특(1등),17000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),16500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),13500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),9000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),12kg,상(2등),8000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),10kg,상(2등),7000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),11kg,상(2등),7000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),7000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),9kg,상(2등),6000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),10kg,상(2등),6000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),7kg,특(1등),5500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),9kg,상(2등),4500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),8kg,상(2등),4500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),7kg,상(2등),4000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),16kg,특(1등),35000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),15kg,특(1등),35000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),16kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),14kg,특(1등),32000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),16kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),8kg,상(2등),3000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),15kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),15kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),13kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),14kg,특(1등),25000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),12kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),16kg,상(2등),14000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),15kg,상(2등),14000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),14000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),14kg,상(2등),14000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),13000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),13kg,상(2등),12500,충북 음성군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),12000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),13kg,상(2등),11000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),12kg,상(2등),10000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),11kg,상(2등),10000,충북 음성군,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),9000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,상(2등),8700,강원 양구군,일반,20210809
[수박]수박(꼭지절단),6kg,특(1등),8500,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,상(2등),7800,강원 양구군,일반,20210809
[수박]수박(꼭지절단),5kg,특(1등),5500,강원 양구군,일반,20210809
[수박]수박(꼭지절단),5kg,상(2등),5000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),5kg,상(2등),4300,강원 양구군,일반,20210809
[수박]수박(꼭지절단),11kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(꼭지절단),10kg,특(1등),15600,강원 양구군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),15500,강원 양구군,일반,20210809
[수박]수박(꼭지절단),9kg,특(1등),15200,강원 양구군,일반,20210809
[수박]수박(꼭지절단),8kg,특(1등),14200,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),21000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),15000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),13000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),14kg,상(2등),12000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),13kg,상(2등),12000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),11500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),9000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),9000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),6kg,특(1등),5000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),19000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),20kg,특(1등),19000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),18000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),18000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),14500,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),11000,충남 논산시,일반,20210809
[수박]수박(박스-꼭지),10kg,상(2등),9500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),9kg,상(2등),7000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),19kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),17kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),15kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),22500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),18500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),11kg,특(1등),16000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),14000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),12500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),12kg,상(2등),10000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),11kg,상(2등),10000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),10000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),16000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),9000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),11kg,상(2등),9000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),10kg,상(2등),7500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),6000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),9kg,상(2등),6000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),8kg,상(2등),4500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),7kg,상(2등),4500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),15kg,특(1등),29500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),27500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),25500,충북 음성군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),6kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),16500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,상(2등),16000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),6kg,특(1등),14500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),20kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),15kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,상(2등),14000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),13000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,상(2등),12000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,상(2등),12000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),12000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),11000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,특(1등),10500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,상(2등),10000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),10000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,상(2등),10000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,상(2등),9500,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),10kg,상(2등),8500,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),8500,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),9kg,상(2등),7500,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),6000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),8kg,상(2등),5000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),24000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),17kg,특(1등),24000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),22000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),20000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),18000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),11kg,특(1등),15000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),16kg,상(2등),15000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),18kg,상(2등),15000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),17kg,상(2등),15000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),14kg,상(2등),14000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),15kg,상(2등),14000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),13kg,상(2등),12000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),12000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),12kg,상(2등),11000,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),10500,경남 함안군,일반,20210809
[수박]수박(박스-꼭지),15kg,상(2등),18000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),5kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),6kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,상(2등),16500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,상(2등),15000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),13000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,상(2등),12500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),5kg,특(1등),12000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,상(2등),10000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),9000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),6kg,특(1등),8500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,상(2등),8500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,상(2등),6500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,상(2등),5000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),4000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),20kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),26500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),26500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),20kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),19kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),15kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),20kg,특(1등),24500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),19kg,특(1등),23500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),22500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),22000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),21500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,특(1등),21000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,상(2등),19000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,상(2등),19000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,상(2등),19000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),15kg,특(1등),19000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),18500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,상(2등),7000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),12kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),14kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),15kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),13kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,특(1등),27000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,특(1등),27000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,특(1등),27000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),11kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),24000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),10kg,특(1등),24000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),9kg,특(1등),23500,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),17kg,상(2등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),16kg,상(2등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),18kg,상(2등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),8kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(박스-꼭지),7kg,특(1등),20500,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),16500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),13000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),12000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),25000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),23000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),21000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),17000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),15000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),12000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),18500,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),18000,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),17000,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),16500,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),15000,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),13500,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),11000,경북 칠곡군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),19000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),18000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),13000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),18000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),14000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,9등(등외),12500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,9등(등외),12000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),35000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),32000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),16000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),16000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),36000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),11000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),10000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),7000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),18000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),13500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,9등(등외),11500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),10000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),37000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),37000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),37000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),36000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),25000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),18500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),31000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),31000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),21000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),28000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),17000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),11000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),34000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),32000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),32000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),23000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),21000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),19000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),17000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),16000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),15000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),10000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),38000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),38000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),34000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),34000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),28000,충북 음성군,일반,20210809
